participant,statement_id,vote,updated_at
p8,12,-1,2026-08-31T16:45:26.176Z
p8,13,1,2026-08-31T16:45:26.445Z
p8,14,0,2026-08-31T16:45:26.674Z
p8,15,1,2026-08-31T16:45:26.879Z
p8,16,0,2026-08-31T16:45:27.108Z
p8,17,1,2026-08-31T16:45:27.342Z
p8,18,1,2026-08-31T16:45:27.571Z
p8,19,0,2026-08-31T16:45:27.839Z
p8,20,0,2026-08-31T16:45:28.120Z
p8,21,1,2026-08-31T16:45:28.314Z
p8,22,1,2026-08-31T16:45:28.486Z
p8,23,1,2026-08-31T16:45:28.649Z
p8,24,1,2026-08-31T16:45:28.914Z
p9,1,1,2026-08-31T16:45:28.636Z
p9,2,1,2026-08-31T16:45:28.885Z
p9,3,1,2026-08-31T16:45:29.133Z
p9,4,0,2026-08-31T16:45:29.365Z
p9,5,1,2026-08-31T16:45:29.609Z
p9,6,-1,2026-08-31T16:45:29.845Z
p9,7,1,2026-08-31T16:45:30.122Z
p9,8,-1,2026-08-31T16:45:30.335Z
p9,9,1,2026-08-31T16:45:30.570Z
p9,10,1,2026-08-31T16:45:30.800Z
p9,11,1,2026-08-31T16:45:31.041Z
p9,12,-1,2026-08-31T16:45:31.257Z
p9,13,-1,2026-08-31T16:45:31.557Z
p9,14,1,2026-08-31T16:45:31.724Z
p9,15,1,2026-08-31T16:45:31.958Z
p9,16,-1,2026-08-31T16:45:32.143Z
p9,17,1,2026-08-31T16:45:32.352Z
p9,18,1,2026-08-31T16:45:32.602Z
p9,19,1,2026-08-31T16:45:32.861Z
p9,20,1,2026-08-31T16:45:33.090Z
p9,21,0,2026-08-31T16:45:33.321Z
p9,22,1,2026-08-31T16:45:33.550Z
p9,23,1,2026-08-31T16:45:33.806Z
p9,24,0,2026-08-31T16:45:34.089Z
p10,1,1,2026-08-31T16:45:28.885Z
p10,2,1,2026-08-31T16:45:29.164Z
p10,3,1,2026-08-31T16:45:29.393Z
p10,4,1,2026-08-31T16:45:29.641Z
p10,5,1,2026-08-31T16:45:29.845Z
p10,6,1,2026-08-31T16:45:30.123Z
p10,7,-1,2026-08-31T16:45:30.334Z
p10,8,1,2026-08-31T16:45:30.601Z
p10,9,1,2026-08-31T16:45:30.856Z
p10,10,-1,2026-08-31T16:45:31.113Z
p10,11,1,2026-08-31T16:45:31.386Z
p10,12,-1,2026-08-31T16:45:31.586Z
p10,13,-1,2026-08-31T16:45:31.846Z
p10,14,1,2026-08-31T16:45:32.099Z
p10,15,1,2026-08-31T16:45:32.351Z
p10,16,1,2026-08-31T16:45:32.573Z
p10,17,-1,2026-08-31T16:45:32.816Z
p10,18,1,2026-08-31T16:45:33.045Z
p10,19,-1,2026-08-31T16:45:33.264Z
p10,20,1,2026-08-31T16:45:33.498Z
p10,21,-1,2026-08-31T16:45:33.721Z
p10,22,1,2026-08-31T16:45:33.952Z
p10,23,1,2026-08-31T16:45:34.177Z
p10,24,1,2026-08-31T16:45:34.331Z
p11,1,1,2026-08-31T16:45:28.885Z
p11,2,1,2026-08-31T16:45:29.164Z
p11,3,1,2026-08-31T16:45:29.397Z
p11,4,1,2026-08-31T16:45:29.609Z
p11,5,1,2026-08-31T16:45:29.846Z
p11,6,-1,2026-08-31T16:45:30.092Z
p11,7,1,2026-08-31T16:45:30.333Z
p11,8,-1,2026-08-31T16:45:30.570Z
p11,9,1,2026-08-31T16:45:30.800Z
p11,10,-1,2026-08-31T16:45:31.041Z
p11,11,1,2026-08-31T16:45:31.260Z
p11,12,-1,2026-08-31T16:45:31.556Z
p11,13,-1,2026-08-31T16:45:31.747Z
p11,14,0,2026-08-31T16:45:31.958Z
p11,15,1,2026-08-31T16:45:32.148Z
p11,16,-1,2026-08-31T16:45:32.351Z
p11,17,0,2026-08-31T16:45:32.572Z
p11,18,1,2026-08-31T16:45:32.849Z
p11,19,0,2026-08-31T16:45:33.091Z
p11,20,1,2026-08-31T16:45:33.354Z
p11,21,1,2026-08-31T16:45:33.608Z
p11,22,1,2026-08-31T16:45:33.837Z
p11,23,1,2026-08-31T16:45:34.063Z
p11,24,0,2026-08-31T16:45:34.319Z
p12,1,0,2026-08-31T16:45:29.010Z
p12,2,1,2026-08-31T16:45:29.245Z
p12,3,0,2026-08-31T16:45:29.489Z
p12,4,1,2026-08-31T16:45:29.726Z
p12,5,0,2026-08-31T16:45:29.971Z
p12,6,-1,2026-08-31T16:45:30.214Z
p12,7,-1,2026-08-31T16:45:30.459Z
p12,8,-1,2026-08-31T16:45:30.689Z
p12,9,1,2026-08-31T16:45:30.925Z
p12,10,1,2026-08-31T16:45:31.191Z
p12,11,1,2026-08-31T16:45:31.433Z
p12,12,-1,2026-08-31T16:45:31.713Z
p12,13,-1,2026-08-31T16:45:31.960Z
p12,14,0,2026-08-31T16:45:32.210Z
p12,15,1,2026-08-31T16:45:32.369Z
p12,16,-1,2026-08-31T16:45:32.572Z
p12,17,0,2026-08-31T16:45:32.816Z
p12,18,1,2026-08-31T16:45:33.077Z
p12,19,0,2026-08-31T16:45:33.322Z
p12,20,1,2026-08-31T16:45:33.581Z
p12,21,-1,2026-08-31T16:45:33.836Z
p12,22,1,2026-08-31T16:45:34.094Z
p12,23,0,2026-08-31T16:45:34.329Z
p12,24,1,2026-08-31T16:45:34.483Z
p13,1,1,2026-08-31T16:45:29.128Z
p13,2,1,2026-08-31T16:45:29.365Z
p13,3,1,2026-08-31T16:45:29.642Z
p13,4,0,2026-08-31T16:45:29.873Z
p13,5,1,2026-08-31T16:45:30.090Z
p13,6,0,2026-08-31T16:45:30.365Z
p13,7,1,2026-08-31T16:45:30.605Z
p13,8,-1,2026-08-31T16:45:30.859Z
p13,9,0,2026-08-31T16:45:31.085Z
p13,10,-1,2026-08-31T16:45:31.314Z
p13,11,1,2026-08-31T16:45:31.556Z
p13,12,-1,2026-08-31T16:45:31.708Z
p13,13,-1,2026-08-31T16:45:31.959Z
p13,14,1,2026-08-31T16:45:32.210Z
p13,15,-1,2026-08-31T16:45:32.460Z
p13,16,-1,2026-08-31T16:45:32.702Z
p13,17,1,2026-08-31T16:45:32.931Z
p13,18,1,2026-08-31T16:45:33.154Z
p13,19,-1,2026-08-31T16:45:33.374Z
p13,20,1,2026-08-31T16:45:33.608Z
p13,21,0,2026-08-31T16:45:33.869Z
p13,22,1,2026-08-31T16:45:34.091Z
p13,23,1,2026-08-31T16:45:34.331Z
p13,24,1,2026-08-31T16:45:34.532Z
p14,1,1,2026-08-31T16:45:29.166Z
p14,2,1,2026-08-31T16:45:29.365Z
p14,3,1,2026-08-31T16:45:29.642Z
p14,4,0,2026-08-31T16:45:29.845Z
p14,5,1,2026-08-31T16:45:30.092Z
p14,6,1,2026-08-31T16:45:30.334Z
p14,7,1,2026-08-31T16:45:30.570Z
p14,8,1,2026-08-31T16:45:30.800Z
p14,9,1,2026-08-31T16:45:31.072Z
p14,10,-1,2026-08-31T16:45:31.312Z
p14,11,1,2026-08-31T16:45:31.557Z
p14,12,-1,2026-08-31T16:45:31.722Z
p14,13,-1,2026-08-31T16:45:31.958Z
p14,14,1,2026-08-31T16:45:32.241Z
p14,15,1,2026-08-31T16:45:32.517Z
p14,16,0,2026-08-31T16:45:32.745Z
p14,17,1,2026-08-31T16:45:32.975Z
p14,18,1,2026-08-31T16:45:33.204Z
p14,19,-1,2026-08-31T16:45:33.466Z
p14,20,0,2026-08-31T16:45:33.753Z
p14,21,1,2026-08-31T16:45:33.982Z
p14,22,1,2026-08-31T16:45:34.219Z
p14,23,1,2026-08-31T16:45:34.497Z
p14,24,1,2026-08-31T16:45:34.772Z
p15,1,1,2026-08-31T16:45:29.244Z
p15,2,1,2026-08-31T16:45:29.489Z
p15,3,1,2026-08-31T16:45:29.726Z
p15,4,1,2026-08-31T16:45:29.970Z
p15,5,-1,2026-08-31T16:45:30.215Z
p15,6,-1,2026-08-31T16:45:30.491Z
p15,7,1,2026-08-31T16:45:30.716Z
p15,8,-1,2026-08-31T16:45:30.924Z
p15,9,1,2026-08-31T16:45:31.192Z
p15,10,1,2026-08-31T16:45:31.432Z
p15,11,1,2026-08-31T16:45:31.713Z
p15,12,-1,2026-08-31T16:45:31.959Z
p15,13,0,2026-08-31T16:45:32.209Z
p15,14,-1,2026-08-31T16:45:32.360Z
p15,15,1,2026-08-31T16:45:32.573Z
p15,16,1,2026-08-31T16:45:32.722Z
p15,17,1,2026-08-31T16:45:32.958Z
p15,18,1,2026-08-31T16:45:33.186Z
p15,19,0,2026-08-31T16:45:33.438Z
p15,20,1,2026-08-31T16:45:33.660Z
p15,21,1,2026-08-31T16:45:33.863Z
p15,22,-1,2026-08-31T16:45:34.092Z
p15,23,0,2026-08-31T16:45:34.330Z
p15,24,1,2026-08-31T16:45:34.518Z
p16,1,1,2026-08-31T16:45:29.245Z
p16,2,1,2026-08-31T16:45:29.489Z
p16,3,0,2026-08-31T16:45:29.725Z
p16,4,1,2026-08-31T16:45:29.971Z
p16,5,1,2026-08-31T16:45:30.215Z
p16,6,-1,2026-08-31T16:45:30.487Z
p16,7,1,2026-08-31T16:45:30.747Z
p16,8,0,2026-08-31T16:45:30.971Z
p16,9,0,2026-08-31T16:45:31.197Z
p16,10,-1,2026-08-31T16:45:31.433Z
p16,11,0,2026-08-31T16:45:31.729Z
p16,12,-1,2026-08-31T16:45:31.957Z
p16,13,-1,2026-08-31T16:45:32.147Z
p16,14,-1,2026-08-31T16:45:32.352Z
p16,15,-1,2026-08-31T16:45:32.603Z
p16,16,1,2026-08-31T16:45:32.860Z
p16,17,-1,2026-08-31T16:45:33.122Z
p16,18,0,2026-08-31T16:45:33.373Z
p16,19,0,2026-08-31T16:45:33.639Z
p16,20,-1,2026-08-31T16:45:33.863Z
p16,21,-1,2026-08-31T16:45:34.091Z
p16,22,0,2026-08-31T16:45:34.330Z
p16,23,0,2026-08-31T16:45:34.488Z
p16,24,1,2026-08-31T16:45:34.707Z
p17,1,1,2026-08-31T16:45:34.331Z
p17,2,1,2026-08-31T16:45:34.593Z
p17,3,1,2026-08-31T16:45:34.828Z
p17,4,-1,2026-08-31T16:45:35.129Z
p17,5,1,2026-08-31T16:45:35.373Z
p17,6,-1,2026-08-31T16:45:35.648Z
p17,7,1,2026-08-31T16:45:35.921Z
p17,8,0,2026-08-31T16:45:36.193Z
p17,9,-1,2026-08-31T16:45:36.499Z
p17,10,1,2026-08-31T16:45:36.749Z
p17,11,1,2026-08-31T16:45:36.996Z
p17,12,-1,2026-08-31T16:45:37.231Z
p17,13,-1,2026-08-31T16:45:37.458Z
p17,14,1,2026-08-31T16:45:37.681Z
p17,15,-1,2026-08-31T16:45:37.870Z
p17,16,0,2026-08-31T16:45:38.093Z
p17,17,-1,2026-08-31T16:45:38.318Z
p17,18,0,2026-08-31T16:45:38.544Z
p17,19,0,2026-08-31T16:45:38.743Z
p17,20,0,2026-08-31T16:45:39.017Z
p17,21,1,2026-08-31T16:45:39.269Z
p17,22,1,2026-08-31T16:45:39.514Z
p17,23,1,2026-08-31T16:45:39.749Z
p17,24,1,2026-08-31T16:45:39.987Z
p18,1,1,2026-08-31T16:45:34.493Z
p18,2,1,2026-08-31T16:45:34.708Z
p18,3,1,2026-08-31T16:45:35.041Z
p18,4,1,2026-08-31T16:45:35.245Z
p18,5,1,2026-08-31T16:45:35.511Z
p18,6,-1,2026-08-31T16:45:35.775Z
p18,7,1,2026-08-31T16:45:36.010Z
p18,8,-1,2026-08-31T16:45:36.244Z
p18,9,-1,2026-08-31T16:45:36.477Z
p18,10,-1,2026-08-31T16:45:36.701Z
p18,11,1,2026-08-31T16:45:36.956Z
p18,12,-1,2026-08-31T16:45:37.259Z
p18,13,1,2026-08-31T16:45:37.490Z
p18,14,1,2026-08-31T16:45:37.760Z
p18,15,1,2026-08-31T16:45:37.985Z
p18,16,1,2026-08-31T16:45:38.210Z
p18,17,1,2026-08-31T16:45:38.431Z
p18,18,1,2026-08-31T16:45:38.686Z
p18,19,-1,2026-08-31T16:45:38.990Z
p18,20,1,2026-08-31T16:45:39.239Z
p18,21,1,2026-08-31T16:45:39.393Z
p18,22,0,2026-08-31T16:45:39.625Z
p18,23,1,2026-08-31T16:45:39.886Z
p18,24,1,2026-08-31T16:45:40.146Z
p19,1,1,2026-08-31T16:45:34.625Z
p19,2,0,2026-08-31T16:45:34.881Z
p19,3,-1,2026-08-31T16:45:35.130Z
p19,4,-1,2026-08-31T16:45:35.374Z
p19,5,-1,2026-08-31T16:45:35.648Z
p19,6,-1,2026-08-31T16:45:35.920Z
p19,7,1,2026-08-31T16:45:36.161Z
p19,8,-1,2026-08-31T16:45:36.357Z
p19,9,1,2026-08-31T16:45:36.584Z
p19,10,0,2026-08-31T16:45:36.841Z
p19,11,1,2026-08-31T16:45:37.112Z
p19,12,-1,2026-08-31T16:45:37.349Z
p19,13,-1,2026-08-31T16:45:37.572Z
p19,14,-1,2026-08-31T16:45:37.829Z
p19,15,-1,2026-08-31T16:45:38.094Z
p19,16,-1,2026-08-31T16:45:38.319Z
p19,17,1,2026-08-31T16:45:38.545Z
p19,18,-1,2026-08-31T16:45:38.711Z
p19,19,-1,2026-08-31T16:45:38.968Z
p19,20,1,2026-08-31T16:45:39.239Z
p19,21,0,2026-08-31T16:45:39.402Z
p19,22,1,2026-08-31T16:45:39.655Z
p19,23,1,2026-08-31T16:45:39.873Z
p19,24,1,2026-08-31T16:45:40.131Z
p20,1,1,2026-08-31T16:45:34.709Z
p20,2,1,2026-08-31T16:45:35.041Z
p20,3,1,2026-08-31T16:45:35.246Z
p20,4,-1,2026-08-31T16:45:35.490Z
p20,5,1,2026-08-31T16:45:35.681Z
p20,6,0,2026-08-31T16:45:35.920Z
p20,7,1,2026-08-31T16:45:36.124Z
p20,8,-1,2026-08-31T16:45:36.356Z
p20,9,1,2026-08-31T16:45:36.585Z
p20,10,1,2026-08-31T16:45:36.810Z
p20,11,1,2026-08-31T16:45:36.998Z
p20,12,-1,2026-08-31T16:45:37.231Z
p20,13,1,2026-08-31T16:45:37.458Z
p20,14,-1,2026-08-31T16:45:37.712Z
p20,15,1,2026-08-31T16:45:37.978Z
p20,16,-1,2026-08-31T16:45:38.241Z
p20,17,-1,2026-08-31T16:45:38.464Z
p20,18,1,2026-08-31T16:45:38.685Z
p20,19,1,2026-08-31T16:45:38.908Z
p20,20,0,2026-08-31T16:45:39.129Z
p20,21,1,2026-08-31T16:45:39.387Z
p20,22,-1,2026-08-31T16:45:39.642Z
p20,23,1,2026-08-31T16:45:39.873Z
p20,24,1,2026-08-31T16:45:40.099Z
p21,1,1,2026-08-31T16:45:34.739Z
p21,2,1,2026-08-31T16:45:35.009Z
p21,3,-1,2026-08-31T16:45:35.245Z
p21,4,1,2026-08-31T16:45:35.491Z
p21,5,1,2026-08-31T16:45:35.655Z
p21,6,-1,2026-08-31T16:45:35.889Z
p21,7,0,2026-08-31T16:45:36.124Z
p21,8,1,2026-08-31T16:45:36.357Z
p21,9,1,2026-08-31T16:45:36.585Z
p21,10,-1,2026-08-31T16:45:36.810Z
p21,11,1,2026-08-31T16:45:36.999Z
p21,12,-1,2026-08-31T16:45:37.232Z
p21,13,-1,2026-08-31T16:45:37.458Z
p21,14,-1,2026-08-31T16:45:37.680Z
p21,15,-1,2026-08-31T16:45:37.869Z
p21,16,1,2026-08-31T16:45:38.093Z
p21,17,1,2026-08-31T16:45:38.350Z
p21,18,1,2026-08-31T16:45:38.572Z
p21,19,0,2026-08-31T16:45:38.795Z
p21,20,1,2026-08-31T16:45:39.018Z
p21,21,1,2026-08-31T16:45:39.238Z
p21,22,1,2026-08-31T16:45:39.385Z
p21,23,1,2026-08-31T16:45:39.533Z
p21,24,0,2026-08-31T16:45:39.764Z
p22,1,1,2026-08-31T16:45:34.740Z
p22,2,1,2026-08-31T16:45:35.011Z
p22,3,1,2026-08-31T16:45:35.246Z
p22,4,1,2026-08-31T16:45:35.491Z
p22,5,0,2026-08-31T16:45:35.652Z
p22,6,0,2026-08-31T16:45:35.889Z
p22,7,1,2026-08-31T16:45:36.156Z
p22,8,-1,2026-08-31T16:45:36.424Z
p22,9,1,2026-08-31T16:45:36.640Z
p22,10,1,2026-08-31T16:45:36.891Z
p22,11,1,2026-08-31T16:45:37.111Z
p22,12,-1,2026-08-31T16:45:37.381Z
p22,13,-1,2026-08-31T16:45:37.653Z
p22,14,1,2026-08-31T16:45:37.869Z
p22,15,-1,2026-08-31T16:45:38.120Z
p22,16,0,2026-08-31T16:45:38.348Z
p22,17,-1,2026-08-31T16:45:38.599Z
p22,18,1,2026-08-31T16:45:38.855Z
p22,19,-1,2026-08-31T16:45:39.076Z
p22,20,1,2026-08-31T16:45:39.239Z
p22,21,0,2026-08-31T16:45:39.390Z
p22,22,-1,2026-08-31T16:45:39.624Z
p22,23,-1,2026-08-31T16:45:39.859Z
p22,24,1,2026-08-31T16:45:40.038Z
p23,1,1,2026-08-31T16:45:35.010Z
p23,2,-1,2026-08-31T16:45:35.245Z
p23,3,1,2026-08-31T16:45:35.515Z
p23,4,-1,2026-08-31T16:45:35.807Z
p23,5,1,2026-08-31T16:45:36.051Z
p23,6,-1,2026-08-31T16:45:36.312Z
p23,7,1,2026-08-31T16:45:36.531Z
p23,8,0,2026-08-31T16:45:36.747Z
p23,9,1,2026-08-31T16:45:36.968Z
p23,10,1,2026-08-31T16:45:37.188Z
p23,11,1,2026-08-31T16:45:37.369Z
p23,12,-1,2026-08-31T16:45:37.682Z
p23,13,-1,2026-08-31T16:45:37.937Z
p23,14,-1,2026-08-31T16:45:38.094Z
p23,15,-1,2026-08-31T16:45:38.350Z
p23,16,1,2026-08-31T16:45:38.572Z
p23,17,1,2026-08-31T16:45:38.827Z
p23,18,1,2026-08-31T16:45:39.109Z
p23,19,0,2026-08-31T16:45:39.391Z
p23,20,1,2026-08-31T16:45:39.674Z
p23,21,1,2026-08-31T16:45:39.873Z
p23,22,-1,2026-08-31T16:45:40.100Z
p23,23,0,2026-08-31T16:45:40.327Z
p23,24,1,2026-08-31T16:45:40.554Z
p24,1,-1,2026-08-31T16:45:35.042Z
p24,2,1,2026-08-31T16:45:35.277Z
p24,3,1,2026-08-31T16:45:35.489Z
p24,4,-1,2026-08-31T16:45:35.642Z
p24,5,1,2026-08-31T16:45:35.916Z
p24,6,-1,2026-08-31T16:45:36.162Z
p24,7,1,2026-08-31T16:45:36.357Z
p24,8,0,2026-08-31T16:45:36.616Z
p24,9,1,2026-08-31T16:45:36.859Z
p24,10,0,2026-08-31T16:45:37.076Z
p24,11,1,2026-08-31T16:45:37.329Z
p24,12,-1,2026-08-31T16:45:37.685Z
p24,13,-1,2026-08-31T16:45:37.937Z
p24,14,-1,2026-08-31T16:45:38.125Z
p24,15,-1,2026-08-31T16:45:38.349Z
p24,16,1,2026-08-31T16:45:38.571Z
p24,17,1,2026-08-31T16:45:38.795Z
p24,18,1,2026-08-31T16:45:39.017Z
p24,19,1,2026-08-31T16:45:39.239Z
p24,20,0,2026-08-31T16:45:39.395Z
p24,21,0,2026-08-31T16:45:39.625Z
p24,22,1,2026-08-31T16:45:39.890Z
p24,23,0,2026-08-31T16:45:40.147Z
